bank,year,topic,n_sentences,pos,neg,neu,net_positivity
Natwest,2021,5,236,0.3362365663051605,0.0440194308757782,0.6197437644004822,0.2922171354293823
Natwest,2021,6,6,0.26592734456062317,0.018566615879535675,0.7155060768127441,0.2473607286810875
Natwest,2021,7,37,0.37002649903297424,0.016813218593597412,0.6131603717803955,0.35321328043937683
Natwest,2021,8,60,0.22235426306724548,0.04885090887546539,0.7287948131561279,0.1735033541917801
Natwest,2021,9,35,0.27612197399139404,0.07328637689352036,0.6505916714668274,0.2028355970978737
Natwest,2022,0,19,0.25861629843711853,0.05319703742861748,0.6881866455078125,0.20541926100850105
Natwest,2022,1,36,0.25547996163368225,0.07641983777284622,0.6681001782417297,0.17906012386083603
Natwest,2022,2,76,0.34110382199287415,0.056783467531204224,0.6021126508712769,0.2843203544616699
Natwest,2022,3,451,0.3177630603313446,0.029293831437826157,0.6529431939125061,0.28846922889351845
Natwest,2022,4,53,0.25881528854370117,0.02939694933593273,0.711787760257721,0.22941833920776844
Natwest,2022,5,131,0.3262799084186554,0.035142358392477036,0.6385777592658997,0.29113755002617836
Natwest,2022,6,14,0.23918020725250244,0.015080652199685574,0.7457391619682312,0.22409955505281687
Natwest,2022,7,32,0.19218114018440247,0.016286080703139305,0.7915328741073608,0.17589505948126316
Natwest,2022,8,69,0.26763370633125305,0.06985410302877426,0.6625120639801025,0.1977796033024788
Natwest,2022,9,17,0.22077231109142303,0.09481079876422882,0.6844168901443481,0.1259615123271942
Natwest,2023,0,23,0.31111428141593933,0.015164153650403023,0.6737216114997864,0.2959501277655363
Natwest,2023,1,42,0.27466902136802673,0.028134772554039955,0.6971962451934814,0.24653424881398678
Natwest,2023,2,86,0.39386340975761414,0.023481907323002815,0.5826546549797058,0.3703815024346113
Natwest,2023,3,410,0.29633694887161255,0.03397592529654503,0.6696869730949402,0.2623610235750675
Natwest,2023,4,74,0.3495519459247589,0.029796630144119263,0.6206514239311218,0.31975531578063965
Natwest,2023,5,128,0.2838751971721649,0.035087745636701584,0.6810370683670044,0.24878745153546333
Natwest,2023,6,11,0.3384522795677185,0.013348501175642014,0.648199200630188,0.3251037783920765
Natwest,2023,7,28,0.35804885625839233,0.01506639551371336,0.6268848776817322,0.342982460744679
Natwest,2023,8,57,0.18840351700782776,0.08303816616535187,0.728558361530304,0.10536535084247589
Natwest,2023,9,23,0.1879039704799652,0.08591527491807938,0.7261807918548584,0.10198869556188583
Natwest,2024,0,39,0.2750369608402252,0.08026101440191269,0.6447020769119263,0.19477594643831253
Natwest,2024,1,110,0.23720243573188782,0.07690228521823883,0.6858953833580017,0.160300150513649
Natwest,2024,2,181,0.3670171797275543,0.02926943264901638,0.6037132143974304,0.33774774707853794
Natwest,2024,3,88,0.2338913083076477,0.04790954664349556,0.7181991934776306,0.18598176166415215
Natwest,2024,4,387,0.24296672642230988,0.04932766780257225,0.7077056169509888,0.19363905861973763
Natwest,2024,5,46,0.27516087889671326,0.04097835719585419,0.6838606595993042,0.23418252170085907
Natwest,2024,6,7,0.11516434699296951,0.04817800968885422,0.8366576433181763,0.0669863373041153
Natwest,2024,7,31,0.19312477111816406,0.036551475524902344,0.7703236937522888,0.15657329559326172
Natwest,2024,8,41,0.2992321252822876,0.05892627313733101,0.6418415904045105,0.2403058521449566
Natwest,2024,9,24,0.21465611457824707,0.0949721410870552,0.6903716921806335,0.11968397349119186
Santander,2017,0,17,0.3326003849506378,0.015349109657108784,0.6520504951477051,0.31725127529352903
Santander,2017,1,29,0.35471564531326294,0.020905235782265663,0.62437903881073,0.3338104095309973
Santander,2017,2,110,0.3847307860851288,0.08488194644451141,0.530387282371521,0.29984883964061737
Santander,2017,3,208,0.3288869559764862,0.09412222355604172,0.5769906640052795,0.2347647324204445
Santander,2017,4,30,0.3057039678096771,0.09261367470026016,0.6016823649406433,0.21309029310941696
Santander,2017,5,80,0.2983609437942505,0.04992828518152237,0.6517108678817749,0.24843265861272812
Santander,2017,6,5,0.1344812661409378,0.026944875717163086,0.8385738134384155,0.10753639042377472
Santander,2017,7,39,0.37194743752479553,0.05268888548016548,0.5753636956214905,0.31925855204463005
Santander,2017,8,102,0.2980595529079437,0.06949405372142792,0.6324463486671448,0.2285654991865158
Santander,2017,9,15,0.2523486614227295,0.14716821908950806,0.6004831194877625,0.10518044233322144
Santander,2018,0,7,0.40498921275138855,0.011777975596487522,0.5832328200340271,0.393211237154901
Santander,2018,1,11,0.4411821663379669,0.010984539054334164,0.5478333830833435,0.43019762728363276
Santander,2018,2,47,0.3895328640937805,0.01454227790236473,0.5959247946739197,0.3749905861914158
Santander,2018,3,114,0.4061603844165802,0.05247192457318306,0.5413676500320435,0.35368845984339714
Santander,2018,4,16,0.4634819030761719,0.018226662650704384,0.5182914137840271,0.4452552404254675
Santander,2018,5,66,0.38567617535591125,0.03637857362627983,0.5779452919960022,0.3492976017296314
Santander,2018,6,6,0.46448764204978943,0.011506564915180206,0.5240058302879333,0.4529810771346092
Santander,2018,7,18,0.4167340397834778,0.016323229297995567,0.5669427514076233,0.4004108104854822
Santander,2018,8,50,0.39825379848480225,0.06456878781318665,0.5371774435043335,0.3336850106716156
Santander,2018,9,9,0.42668139934539795,0.018179738894104958,0.555138885974884,0.408501660451293
Santander,2019,0,5,0.2540469467639923,0.013296236284077168,0.7326568365097046,0.24075071047991514
Santander,2019,1,14,0.1382337361574173,0.08251196891069412,0.7792543172836304,0.055721767246723175
Santander,2019,2,12,0.36277201771736145,0.1431553065776825,0.49407267570495605,0.21961671113967896
Santander,2019,3,17,0.2274615615606308,0.061592262238264084,0.7109462022781372,0.16586929932236671
Santander,2019,4,7,0.24285776913166046,0.01814134605228901,0.7390009164810181,0.22471642307937145
Santander,2019,5,19,0.2054198682308197,0.09163865447044373,0.7029414176940918,0.11378121376037598
Santander,2019,6,4,0.2343912124633789,0.0772668868303299,0.6883418560028076,0.157124325633049
Santander,2019,7,2,0.43849679827690125,0.033421024680137634,0.5280821919441223,0.4050757735967636
Santander,2019,8,74,0.2143225371837616,0.13873055577278137,0.6469469666481018,0.07559198141098022
Santander,2019,9,9,0.044750478118658066,0.03640550374984741,0.9188441038131714,0.008344974368810654
Santander,2020,0,7,0.25447383522987366,0.018404485657811165,0.7271217107772827,0.2360693495720625
Santander,2020,1,21,0.1650509089231491,0.057693883776664734,0.7772551774978638,0.10735702514648438
Santander,2020,2,13,0.23846067488193512,0.011933213099837303,0.7496061325073242,0.22652746178209782
Santander,2020,3,27,0.2978668808937073,0.08341709524393082,0.6187160611152649,0.21444978564977646
Santander,2020,4,7,0.27306845784187317,0.015276736579835415,0.7116548418998718,0.25779172126203775
Santander,2020,5,40,0.34489887952804565,0.021924376487731934,0.6331767439842224,0.3229745030403137
Santander,2020,6,4,0.23815783858299255,0.25306257605552673,0.5087795257568359,-0.01490473747253418
Santander,2020,7,14,0.36178770661354065,0.1462639719247818,0.49194827675819397,0.21552373468875885
Santander,2020,8,234,0.15859495103359222,0.08306989073753357,0.7583348155021667,0.07552506029605865
Santander,2020,9,10,0.13906173408031464,0.20876367390155792,0.6521745920181274,-0.06970193982124329
Santander,2021,0,7,0.18042899668216705,0.01599033921957016,0.8035807013511658,0.1644386574625969
Santander,2021,1,16,0.27506572008132935,0.027365056797862053,0.6975691914558411,0.2477006632834673
Santander,2021,2,29,0.38291192054748535,0.02808026596903801,0.5890079140663147,0.35483165457844734
Santander,2021,3,19,0.3269970715045929,0.014341696165502071,0.6586611866950989,0.3126553753390908
Santander,2021,4,7,0.1721474677324295,0.016349371522665024,0.8115031123161316,0.15579809620976448
Santander,2021,5,33,0.2938186824321747,0.04396814852952957,0.6622132658958435,0.2498505339026451
Santander,2021,7,9,0.23735158145427704,0.019650466740131378,0.7429978847503662,0.21770111471414566
Santander,2021,8,269,0.20568965375423431,0.05362747609615326,0.7406825423240662,0.15206217765808105
Santander,2021,9,3,0.44410744309425354,0.012627094984054565,0.5432654023170471,0.431480348110199
Santander,2022,0,9,0.3001919090747833,0.027445586398243904,0.6723625063896179,0.2727463226765394
Santander,2022,1,14,0.24349646270275116,0.028609275817871094,0.7278943061828613,0.21488718688488007
Santander,2022,2,47,0.3283540904521942,0.03889589011669159,0.6327499747276306,0.2894582003355026
Santander,2022,3,31,0.4859285056591034,0.021913982927799225,0.4921574890613556,0.46401452273130417
Santander,2022,4,15,0.26157060265541077,0.018550056964159012,0.7198793292045593,0.24302054569125175
Santander,2022,5,36,0.30538633465766907,0.013426671735942364,0.6811869740486145,0.2919596629217267
Santander,2022,6,6,0.34634771943092346,0.009931248612701893,0.6437210440635681,0.33641647081822157
Santander,2022,7,14,0.4458388388156891,0.039740998297929764,0.514420211315155,0.4060978405177593
Santander,2022,8,281,0.19379587471485138,0.04653407633304596,0.7596700191497803,0.14726179838180542
Santander,2022,9,6,0.31191036105155945,0.012791040353477001,0.6752986311912537,0.29911932069808245
Santander,2023,0,15,0.04126978665590286,0.1215478703379631,0.837182343006134,-0.08027808368206024
Santander,2023,1,30,0.25065168738365173,0.04092186316847801,0.7084264755249023,0.20972982421517372
Santander,2023,2,55,0.2347392588853836,0.035435911267995834,0.7298249006271362,0.19930334761738777
Santander,2023,3,35,0.29826250672340393,0.0724010244011879,0.6293364763259888,0.22586148232221603
Santander,2023,4,23,0.17772039771080017,0.03918839991092682,0.7830911874771118,0.13853199779987335
Santander,2023,5,48,0.2704721689224243,0.028937598690390587,0.700590193271637,0.24153457023203373
Santander,2023,6,11,0.3256585896015167,0.01142315473407507,0.6629182696342468,0.31423543486744165
Santander,2023,7,15,0.27156516909599304,0.029959585517644882,0.698475182056427,0.24160558357834816
Santander,2023,8,413,0.14815782010555267,0.0760052502155304,0.775837242603302,0.07215256989002228
Santander,2023,9,8,0.24327024817466736,0.11109635978937149,0.6456334590911865,0.13217388838529587
Santander,2024,0,25,0.1930326223373413,0.03279406204819679,0.7741732597351074,0.16023856028914452
Santander,2024,1,64,0.17294949293136597,0.07339226454496384,0.7536583542823792,0.09955722838640213
Santander,2024,2,106,0.293245404958725,0.06052808463573456,0.6462266445159912,0.23271732032299042
Santander,2024,3,59,0.2627691626548767,0.09394915401935577,0.6432816386222839,0.16882000863552094
Santander,2024,4,49,0.21628838777542114,0.12077201157808304,0.662939727306366,0.0955163761973381
Santander,2024,5,68,0.31403040885925293,0.06931057572364807,0.6166588068008423,0.24471983313560486
Santander,2024,6,6,0.12381049245595932,0.03655708581209183,0.8396324515342712,0.08725340664386749
Santander,2024,7,53,0.19370503723621368,0.10541503131389618,0.7008798122406006,0.0882900059223175
Santander,2024,8,334,0.14288680255413055,0.0952407568693161,0.7618725895881653,0.04764604568481445
Santander,2024,9,87,0.13962559401988983,0.12405886501073837,0.7363154888153076,0.015566729009151459
StandardChartered,2017,0,50,0.1243230402469635,0.0848432332277298,0.7908336520195007,0.039479807019233704
StandardChartered,2017,1,220,0.1927395761013031,0.04346879944205284,0.7637917399406433,0.14927077665925026
StandardChartered,2017,2,28,0.3572387993335724,0.04990117624402046,0.5928600430488586,0.3073376230895519
StandardChartered,2017,3,73,0.2539103329181671,0.03051450476050377,0.7155752778053284,0.22339582815766335
StandardChartered,2017,4,42,0.1628851741552353,0.02521347999572754,0.8119012713432312,0.13767169415950775
StandardChartered,2017,5,40,0.343797504901886,0.04180784523487091,0.6143947839736938,0.3019896596670151
StandardChartered,2017,6,10,0.2599655091762543,0.030133608728647232,0.7099007964134216,0.22983190044760704
StandardChartered,2017,7,158,0.24861447513103485,0.040961433202028275,0.7104241251945496,0.20765304192900658
StandardChartered,2017,8,20,0.20468823611736298,0.03795097395777702,0.7573608160018921,0.16673726215958595
StandardChartered,2017,9,34,0.15007257461547852,0.06944777071475983,0.7804795503616333,0.08062480390071869
StandardChartered,2018,1,2,0.48389020562171936,0.010413415729999542,0.5056964159011841,0.4734767898917198
StandardChartered,2018,2,4,0.3729153573513031,0.011360070668160915,0.6157245635986328,0.3615552866831422
StandardChartered,2018,3,8,0.33004260063171387,0.10538678616285324,0.5645705461502075,0.22465581446886063
StandardChartered,2018,4,2,0.5150477290153503,0.008377529680728912,0.47657468914985657,0.5066701993346214
StandardChartered,2018,5,10,0.3044886887073517,0.04833877086639404,0.6471725106239319,0.25614991784095764
StandardChartered,2018,6,3,0.5911047458648682,0.010108108632266521,0.39878717064857483,0.5809966372326016
StandardChartered,2018,7,90,0.41875559091567993,0.025092681869864464,0.5561517477035522,0.39366290904581547
StandardChartered,2018,8,3,0.4268995225429535,0.016999589279294014,0.5561008453369141,0.4098999332636595
StandardChartered,2018,9,3,0.17147786915302277,0.012142464518547058,0.8163796067237854,0.1593354046344757
StandardChartered,2019,0,4,0.48822733759880066,0.009416835382580757,0.5023558139801025,0.4788105022162199
StandardChartered,2019,1,15,0.33394768834114075,0.015495355241000652,0.6505569815635681,0.3184523331001401
StandardChartered,2019,2,5,0.3433447778224945,0.02443601004779339,0.6322191953659058,0.3189087677747011
StandardChartered,2019,3,10,0.2799522280693054,0.01290340255945921,0.7071443796157837,0.2670488255098462
StandardChartered,2019,4,3,0.22732114791870117,0.024053143337368965,0.7486256957054138,0.2032680045813322
StandardChartered,2019,5,9,0.34328535199165344,0.017519941553473473,0.6391947269439697,0.32576541043817997
StandardChartered,2019,6,3,0.036613937467336655,0.04025886207818985,0.9231272339820862,-0.003644924610853195
StandardChartered,2019,7,107,0.3899230360984802,0.059758760035037994,0.55031818151474,0.33016427606344223
StandardChartered,2019,8,3,0.2905445992946625,0.020074622705578804,0.6893808245658875,0.27046997658908367
StandardChartered,2019,9,2,0.06983472406864166,0.01718560978770256,0.9129796624183655,0.0526491142809391
StandardChartered,2020,0,1,0.044525012373924255,0.019557110965251923,0.9359179139137268,0.024967901408672333
StandardChartered,2020,1,15,0.3273026645183563,0.06825218349695206,0.6044450998306274,0.25905048102140427
StandardChartered,2020,2,4,0.1708962470293045,0.010083764791488647,0.8190199732780457,0.16081248223781586
StandardChartered,2020,3,13,0.34166333079338074,0.013803745619952679,0.6445329189300537,0.32785958517342806
StandardChartered,2020,5,19,0.3483453691005707,0.06315413117408752,0.5885004997253418,0.28519123792648315
StandardChartered,2020,7,74,0.3037106990814209,0.09752367436885834,0.5987657308578491,0.20618702471256256
StandardChartered,2020,8,7,0.23769548535346985,0.08902466297149658,0.6732798218727112,0.14867082238197327
StandardChartered,2020,9,4,0.4349350333213806,0.031014489009976387,0.534050464630127,0.40392054431140423
StandardChartered,2021,0,13,0.14723065495491028,0.047921471297740936,0.8048478364944458,0.09930918365716934
StandardChartered,2021,1,128,0.1469716578722,0.04536723718047142,0.8076610565185547,0.10160442069172859
StandardChartered,2021,2,26,0.2298380583524704,0.04482215642929077,0.7253398299217224,0.18501590192317963
StandardChartered,2021,3,44,0.13324527442455292,0.07622173428535461,0.7905330061912537,0.0570235401391983
StandardChartered,2021,4,31,0.1310361623764038,0.025627007707953453,0.8433367609977722,0.10540915466845036
StandardChartered,2021,5,64,0.24659308791160583,0.0559399276971817,0.697467029094696,0.19065316021442413
StandardChartered,2021,6,2,0.2014177143573761,0.015487758442759514,0.7830945253372192,0.18592995591461658
StandardChartered,2021,7,57,0.19481922686100006,0.03936133161187172,0.7658193707466125,0.15545789524912834
StandardChartered,2021,8,27,0.13184283673763275,0.0213792584836483,0.8467780351638794,0.11046357825398445
StandardChartered,2021,9,26,0.18771210312843323,0.06413924694061279,0.7481486201286316,0.12357285618782043
StandardChartered,2022,0,62,0.3387758433818817,0.18406802415847778,0.4771561920642853,0.15470781922340393
StandardChartered,2022,1,483,0.4006997048854828,0.09994888305664062,0.49935126304626465,0.30075082182884216
StandardChartered,2022,2,110,0.43871060013771057,0.043547164648771286,0.5177422761917114,0.3951634354889393
StandardChartered,2022,3,65,0.31444570422172546,0.09562300145626068,0.5899313688278198,0.21882270276546478
StandardChartered,2022,4,50,0.36124733090400696,0.03924937546253204,0.5995032787322998,0.3219979554414749
StandardChartered,2022,5,65,0.4242957830429077,0.05680147930979729,0.5189028978347778,0.36749430373311043
StandardChartered,2022,6,15,0.3841855823993683,0.08136554807424545,0.5344489216804504,0.30282003432512283
StandardChartered,2022,7,76,0.45677947998046875,0.030014559626579285,0.513205885887146,0.42676492035388947
StandardChartered,2022,8,39,0.30556970834732056,0.05853497236967087,0.635895311832428,0.2470347359776497
StandardChartered,2022,9,39,0.32824015617370605,0.23130910098552704,0.44045066833496094,0.09693105518817902
StandardChartered,2023,0,61,0.38316547870635986,0.058315493166446686,0.5585190057754517,0.3248499855399132
StandardChartered,2023,1,493,0.40942350029945374,0.08435453474521637,0.5062220692634583,0.32506896555423737
StandardChartered,2023,2,124,0.3829290270805359,0.1098502054810524,0.5072206258773804,0.2730788215994835
StandardChartered,2023,3,57,0.40507468581199646,0.07401745021343231,0.5209078192710876,0.33105723559856415
StandardChartered,2023,4,59,0.34259840846061707,0.04773044213652611,0.6096711754798889,0.29486796632409096
StandardChartered,2023,5,73,0.368734747171402,0.0412105955183506,0.5900547504425049,0.3275241516530514
StandardChartered,2023,6,10,0.337079256772995,0.09869833290576935,0.5642224550247192,0.23838092386722565
StandardChartered,2023,7,87,0.4346439838409424,0.04908151552081108,0.5162744522094727,0.3855624683201313
StandardChartered,2023,8,46,0.3925677537918091,0.047701310366392136,0.5597309470176697,0.34486644342541695
StandardChartered,2023,9,31,0.3626967966556549,0.15049287676811218,0.48681026697158813,0.21220391988754272
StandardChartered,2024,0,62,0.3200562596321106,0.10745599120855331,0.5724876523017883,0.21260026842355728
StandardChartered,2024,1,464,0.4224037826061249,0.07733996957540512,0.5002561807632446,0.34506381303071976
StandardChartered,2024,2,95,0.4328421354293823,0.05907615274190903,0.5080817937850952,0.3737659826874733
StandardChartered,2024,3,77,0.26606714725494385,0.09686651825904846,0.6370662450790405,0.16920062899589539
StandardChartered,2024,4,66,0.33119985461235046,0.04316191002726555,0.6256383657455444,0.2880379445850849
StandardChartered,2024,5,76,0.22980155050754547,0.06613758206367493,0.7040607929229736,0.16366396844387054
StandardChartered,2024,6,10,0.16873450577259064,0.06463289260864258,0.7666325569152832,0.10410161316394806
StandardChartered,2024,7,99,0.34411293268203735,0.05898875370621681,0.5968983769416809,0.28512417897582054
StandardChartered,2024,8,44,0.31111764907836914,0.06190288066864014,0.626979649066925,0.249214768409729
StandardChartered,2024,9,36,0.2871195673942566,0.13504846394062042,0.5778319835662842,0.15207110345363617
